registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,insurance,transmission_type,owner_type,fuel_type,body_type
2022,1462,20000,100.0,5.0,20.0,12.0,11856,11.793999999999995,Third Party insurance,Manual,First Owner,Petrol,Sedan
2018,1999,40000,250.0,5.0,14.0,25.0,11857,29.0055,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2021,1199,17429,120.0,5.0,18.0,8.34,11858,8.822800000000003,Comprehensive,Manual,First Owner,Petrol,SUV
2018,796,17672,50.0,5.0,22.0,3.3,11859,3.278400000000003,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1198,115293,90.0,5.0,18.0,4.42,11860,4.591900000000003,Third Party,Manual,First Owner,Petrol,Sedan
2021,1086,20837,70.0,5.0,20.0,5.62,11861,5.508200000000001,Zero Dep,Manual,Second Owner,Petrol,Hatchback
2017,1199,70235,90.0,5.0,18.0,5.62,11862,5.7223000000000015,Comprehensive,Manual,First Owner,Petrol,Hatchback
2018,1198,12723,80.0,5.0,20.0,4.98,11863,5.129600000000005,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2017,2498,63510,100.0,6.0,16.0,6.52,11864,7.086399999999993,Third Party insurance,Manual,First Owner,Diesel,SUV
2014,1591,100000,120.0,5.0,18.0,5.0,11865,4.8998,Third Party insurance,Manual,First Owner,Petrol,Sedan
2021,1197,40233,80.0,5.0,18.0,8.5,11866,7.944500000000001,Not Available,Manual,Second Owner,Petrol,SUV
2015,1198,93755,90.0,5.0,18.0,4.35,11867,4.232400000000004,Comprehensive,Manual,First Owner,Petrol,Sedan
2022,1197,10000,110.0,5.0,16.0,13.0,11868,13.673100000000002,Third Party insurance,Automatic,First Owner,Petrol,SUV
2011,1798,150000,140.0,5.0,14.0,3.5,11869,3.3967,Third Party insurance,Manual,Second Owner,CNG,Sedan
2022,1462,10000,90.0,7.0,26.0,13.11,11870,12.64949999999999,Third Party insurance,Manual,First Owner,CNG,MUV
2016,796,34721,50.0,5.0,22.0,2.61,11871,2.6304000000000043,Comprehensive,Manual,First Owner,Petrol,Hatchback
2019,1353,36392,140.0,5.0,16.0,13.5,11872,14.161500000000006,Comprehensive,Automatic,First Owner,Petrol,SUV
2020,1197,16374,80.0,5.0,22.0,6.62,11873,6.8064000000000044,Zero Dep,Manual,First Owner,Petrol,Hatchback
2008,796,70000,50.0,5.0,20.0,0.75,11874,0.8772830000000004,Third Party insurance,Manual,Third Owner,Petrol,Hatchback
2016,1499,39441,110.0,5.0,16.0,6.55,11875,6.931499999999995,Comprehensive,Automatic,Second Owner,Petrol,SUV
2016,1591,44306,120.0,5.0,12.0,7.97,11876,7.969600000000013,Comprehensive,Manual,Second Owner,Petrol,SUV
2019,1199,45560,90.0,5.0,20.0,7.47,11877,7.539900000000013,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2016,1498,87100,100.0,5.0,26.0,7.8,11878,6.953999999999995,Third Party insurance,Manual,First Owner,Diesel,Sedan
2019,1999,64882,150.0,5.0,14.0,13.65,11879,14.30430000000001,Comprehensive,Automatic,First Owner,Petrol,Sedan
2017,1199,65287,80.0,5.0,24.0,4.41,11880,4.394400000000005,Third Party,Manual,First Owner,Petrol,Hatchback
2018,2393,44000,150.0,8.0,14.0,19.5,11881,19.724100000000004,Comprehensive,Manual,First Owner,Diesel,MUV
2011,1497,47745,120.0,5.0,16.0,3.85,11882,3.8827000000000025,Comprehensive,Manual,First Owner,Petrol,Sedan
2012,2179,90000,140.0,7.0,16.0,5.21,11883,5.094899999999993,Third Party insurance,Manual,Third Owner,Diesel,SUV
2018,999,52528,70.0,5.0,24.0,3.86,11884,3.761400000000005,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2018,1197,7000,80.0,5.0,20.0,5.25,11885,5.151000000000002,Comprehensive,Manual,First Owner,Petrol,Sedan
2018,1197,48250,80.0,5.0,18.0,5.87,11886,5.696900000000003,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,1197,25304,80.0,5.0,18.0,5.54,11887,5.920900000000005,Third Party,Manual,First Owner,Petrol,Hatchback
2019,998,50000,120.0,5.0,18.0,8.5,11888,8.577699999999998,Third Party insurance,Automatic,Second Owner,Petrol,SUV
2022,1498,22910,120.0,5.0,18.0,13.99,11889,14.111400000000003,Third Party,Automatic,First Owner,Petrol,Sedan
2018,1197,17624,80.0,5.0,22.0,8.69,11890,7.986100000000009,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1968,70000,170.0,5.0,14.0,42.0,11891,34.6413,Third Party insurance,Automatic,First Owner,Diesel,SUV
2016,1498,114247,110.0,5.0,22.0,6.31,11892,6.225299999999996,Third Party insurance,Automatic,Second Owner,Diesel,Sedan
2017,1199,60000,90.0,5.0,18.0,6.5,11893,6.5421,Third Party insurance,Manual,First Owner,Petrol,SUV
2017,1199,73344,80.0,5.0,20.0,3.99,11894,4.080600000000003,Third Party,Manual,Second Owner,Petrol,Sedan
2017,1197,39046,90.0,5.0,22.0,4.81,11896,4.9801,Comprehensive,Manual,First Owner,Petrol,Hatchback
2013,1197,53737,90.0,5.0,18.0,3.24,11897,3.2266000000000026,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2016,1197,26923,80.0,5.0,18.0,5.05,11898,5.236500000000002,Zero Dep,Manual,First Owner,Petrol,Hatchback
2016,1248,80000,90.0,5.0,24.0,5.81,11899,6.069499999999998,Third Party insurance,Manual,First Owner,Diesel,SUV
2015,1197,94611,90.0,5.0,18.0,3.82,11900,4.028399999999996,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2016,2143,22500,130.0,5.0,12.0,21.4,11901,18.39710000000002,Comprehensive,Automatic,First Owner,Diesel,SUV
2022,1451,30000,140.0,6.0,12.0,20.0,11902,19.336,Third Party insurance,Automatic,First Owner,Petrol,SUV
2017,1598,64000,100.0,5.0,16.0,6.9,11903,6.871199999999993,Zero Dep,Manual,First Owner,Petrol,Sedan
2014,1498,51438,100.0,5.0,26.0,5.3,11904,5.227900000000004,Third Party insurance,Manual,First Owner,Diesel,Sedan
2014,1197,60708,90.0,5.0,22.0,3.55,11905,3.643300000000002,Comprehensive,Manual,First Owner,Petrol,Sedan
2015,1598,80759,100.0,5.0,16.0,4.65,11906,4.711199999999992,Comprehensive,Manual,First Owner,Petrol,Sedan
2020,1998,26000,250.0,5.0,16.0,38.45,11907,42.65639999999995,Comprehensive,Automatic,First Owner,Petrol,Sedan
2021,1493,23155,110.0,7.0,20.0,17.56,11908,17.08879999999998,Zero Dep,Manual,First Owner,Diesel,SUV
2008,998,60000,70.0,5.0,18.0,0.75,11909,0.8077778999999998,Third Party insurance,Manual,Third Owner,Petrol,Hatchback
2016,1197,100894,80.0,5.0,22.0,5.92,11910,5.5579,Comprehensive,Manual,First Owner,Petrol,Hatchback
2014,1120,78000,70.0,5.0,24.0,3.75,11911,3.693999999999999,Comprehensive,Manual,First Owner,Diesel,Hatchback
2010,1248,90000,70.0,5.0,22.0,2.0,11912,2.0081,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
2021,1493,82213,110.0,5.0,24.0,13.0,11913,12.8506,Third Party insurance,Manual,First Owner,Diesel,Sedan
2016,1197,31391,80.0,5.0,18.0,5.84,11914,5.563399999999996,Comprehensive,Automatic,Second Owner,Petrol,Sedan
2019,999,31000,70.0,5.0,24.0,4.25,11915,4.275800000000001,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2009,1061,95682,70.0,5.0,18.0,1.15,11916,1.1755093000000014,Not Available,Manual,First Owner,Petrol,Hatchback
2014,1497,50000,120.0,7.0,18.0,5.5,11917,5.462100000000001,Third Party insurance,Manual,Second Owner,Petrol,MUV
2013,998,90000,70.0,5.0,26.0,1.2,11918,1.569599999999999,Third Party insurance,Manual,Fourth Owner,CNG,Hatchback
2008,1399,80000,90.0,5.0,14.0,1.4,11919,1.445400000000002,Third Party insurance,Manual,Third Owner,Petrol,Sedan
2013,1498,74000,100.0,5.0,20.0,3.5,11920,3.5983,Comprehensive,Manual,First Owner,Diesel,Sedan
2017,1498,51126,100.0,5.0,22.0,6.0,11921,6.170799999999999,Third Party insurance,Manual,First Owner,Diesel,SUV
2014,796,90000,40.0,5.0,34.0,2.0,11922,2.0514,Third Party insurance,Manual,First Owner,CNG,Hatchback
2022,999,10000,110.0,5.0,18.0,17.0,11923,16.1827,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2011,1598,61100,100.0,5.0,14.0,3.54,11924,3.3519000000000028,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2017,1997,120000,120.0,7.0,16.0,10.0,11925,9.558700000000002,Third Party insurance,Manual,First Owner,Diesel,SUV
2012,1582,90000,130.0,5.0,22.0,3.6,11926,3.604800000000004,Third Party insurance,Manual,Third Owner,Diesel,Sedan
2019,1368,38200,160.0,5.0,14.0,16.9,11927,16.414800000000017,Comprehensive,Automatic,Second Owner,Petrol,SUV
2009,1405,71000,70.0,5.0,20.0,1.55,11928,1.6958000000000006,Comprehensive,Manual,First Owner,Diesel,Hatchback
2019,796,3315,50.0,5.0,24.0,3.85,11929,3.608000000000002,Third Party,Manual,Second Owner,Petrol,Hatchback
2018,1199,35849,90.0,5.0,20.0,7.2,11930,6.876900000000005,Comprehensive,Manual,First Owner,Petrol,Sedan
2011,1598,4057,100.0,5.0,16.0,3.55,11931,3.4084000000000056,Comprehensive,Manual,First Owner,Petrol,Sedan
2018,1950,36000,200.0,5.0,12.0,35.9,11932,36.66320000000004,Comprehensive,Automatic,First Owner,Petrol,Sedan
2017,1199,60000,90.0,5.0,20.0,6.9,11933,6.431199999999993,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2014,1497,55320,120.0,5.0,18.0,5.05,11934,5.340800000000002,Third Party,Automatic,First Owner,Petrol,Sedan
2018,1198,50000,70.0,5.0,20.0,2.8,11935,3.128400000000004,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2021,1598,16049,100.0,5.0,16.0,14.85,11936,13.197899999999994,Third Party insurance,Manual,First Owner,Petrol,Sedan
2020,799,22660,50.0,5.0,22.0,4.51,11937,4.150399999999995,Third Party,Manual,First Owner,Petrol,Hatchback
2020,1950,40000,200.0,5.0,12.0,39.0,11938,41.22200000000001,Third Party insurance,Automatic,First Owner,Petrol,Sedan
2020,1451,77283,140.0,5.0,14.0,13.58,11939,13.72509999999999,Third Party,Automatic,First Owner,Petrol,SUV
2020,999,24521,70.0,5.0,22.0,5.38,11940,5.305699999999999,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2013,1197,15000,80.0,5.0,20.0,2.76,11941,2.832999999999999,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,1199,6000,90.0,5.0,16.0,7.99,11942,8.115400000000003,Comprehensive,Manual,First Owner,Petrol,SUV
2016,1248,105562,90.0,5.0,24.0,7.89,11943,7.152699999999993,Third Party insurance,Manual,First Owner,Diesel,SUV
2018,1248,20000,90.0,5.0,24.0,7.5,11944,7.465000000000001,Comprehensive,Manual,First Owner,Diesel,SUV
2013,998,44807,70.0,5.0,18.0,3.55,11945,3.5180000000000047,Third Party,Manual,First Owner,Petrol,Hatchback
2017,1197,40570,80.0,5.0,18.0,5.9,11946,5.730199999999996,Zero Dep,Automatic,First Owner,Petrol,Hatchback
2011,1197,70000,80.0,5.0,18.0,3.5,11947,3.3613000000000004,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2014,1197,60008,80.0,5.0,18.0,3.99,11948,4.062100000000004,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2018,1199,32844,90.0,5.0,18.0,6.27,11949,6.221499999999996,Third Party,Manual,Second Owner,Petrol,SUV
2019,796,56339,50.0,5.0,24.0,3.73,11950,3.656099999999999,Third Party,Manual,Second Owner,Petrol,Hatchback
2016,998,59423,70.0,5.0,24.0,2.89,11951,3.021999999999995,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,1197,11453,80.0,5.0,20.0,6.02,11952,6.357699999999993,Comprehensive,Manual,First Owner,Petrol,Hatchback
2015,1399,150000,100.0,7.0,14.0,1.7,11953,2.7298999999999967,Third Party insurance,Manual,First Owner,Petrol,Chevrolet
2016,1198,31116,70.0,5.0,16.0,5.32,11954,5.373599999999998,Comprehensive,Manual,First Owner,Petrol,Sedan
2013,1248,100000,90.0,7.0,20.0,5.45,11955,5.563599999999997,Third Party insurance,Manual,First Owner,Diesel,MUV
2013,2523,83078,60.0,7.0,16.0,3.99,11956,3.913500000000005,Third Party,Manual,Second Owner,Diesel,SUV
2018,1396,34500,90.0,5.0,22.0,9.75,11957,9.6887,Comprehensive,Manual,First Owner,Diesel,SUV
2014,1248,120000,70.0,5.0,24.0,3.4,11959,3.261,Third Party insurance,Manual,Third Owner,Diesel,Sedan
2021,1197,15991,80.0,5.0,22.0,7.28,11960,7.098899999999987,Zero Dep,Manual,First Owner,Petrol,Hatchback
2020,999,44867,110.0,5.0,18.0,7.19,11961,7.80380000000001,Third Party,Manual,Second Owner,Petrol,Sedan
2017,2694,69000,160.0,7.0,12.0,12.21,11962,13.237200000000012,Third Party insurance,Manual,First Owner,Petrol,MUV
2010,998,46559,70.0,5.0,20.0,1.62,11963,1.704600000000002,Third Party,Manual,First Owner,Petrol,Hatchback
2020,1462,22389,100.0,5.0,18.0,8.21,11964,8.134200000000009,Third Party,Manual,First Owner,Petrol,SUV
2018,1997,65000,120.0,7.0,16.0,10.45,11965,10.020900000000012,Comprehensive,Manual,First Owner,Diesel,SUV
2016,1199,65888,90.0,5.0,18.0,6.75,11966,6.1376,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2018,1199,29256,90.0,5.0,20.0,7.6,11967,7.45980000000001,Comprehensive,Automatic,First Owner,Petrol,Sedan
2017,1198,90000,70.0,5.0,18.0,2.8,11968,3.2963000000000044,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2009,1497,90000,120.0,5.0,16.0,3.0,11969,2.8126,Third Party insurance,Automatic,Third Owner,Petrol,Sedan
2019,2393,30000,150.0,7.0,14.0,23.0,11970,21.2112,Third Party insurance,Manual,Second Owner,Diesel,MUV
2019,1197,56893,80.0,5.0,22.0,6.3,11971,6.620599999999999,Comprehensive,Manual,First Owner,Petrol,Hatchback
2021,998,30000,120.0,5.0,18.0,10.1,11972,9.982300000000008,Third Party insurance,Manual,First Owner,Petrol,SUV
2011,1086,70000,70.0,5.0,20.0,1.55,11973,1.6979000000000004,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2015,1496,64000,120.0,5.0,14.0,5.15,11974,5.388999999999995,Third Party insurance,Automatic,First Owner,Petrol,SUV
2017,1498,76592,110.0,5.0,22.0,7.5,11975,7.671399999999997,Not Available,Manual,First Owner,Diesel,Sedan
2020,1199,60000,90.0,5.0,20.0,6.5,11976,6.4796000000000005,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2014,2179,98000,120.0,9.0,12.0,4.85,11977,5.2679000000000045,Comprehensive,Manual,Second Owner,Diesel,SUV
2007,796,10000,50.0,5.0,20.0,0.85,11978,0.9958999999999998,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2017,1798,65000,180.0,5.0,16.0,11.0,11979,13.341800000000005,Comprehensive,Automatic,Second Owner,Petrol,Sedan
2014,1498,90000,100.0,5.0,26.0,3.5,11980,3.7356000000000007,Third Party insurance,Manual,Second Owner,Diesel,Sedan
2011,1197,75932,90.0,5.0,22.0,3.33,11981,3.1634999999999995,Comprehensive,Manual,Second Owner,Petrol,Hatchback
2013,2696,65890,180.0,7.0,12.0,8.37,11982,11.0869,Not Available,Automatic,First Owner,Diesel,SUV
2012,1197,44074,90.0,5.0,22.0,4.18,11983,4.147100000000003,Third Party,Manual,First Owner,Petrol,Sedan
2014,1373,120000,90.0,7.0,16.0,3.0,11984,3.547999999999999,Third Party insurance,Manual,First Owner,Petrol,MUV
2008,2143,107000,170.0,5.0,14.0,8.5,11985,9.013700000000002,Comprehensive,Automatic,Second Owner,Diesel,Sedan
2019,1498,30000,100.0,5.0,24.0,9.5,11986,9.2733,Third Party insurance,Manual,First Owner,Diesel,SUV
2021,1197,28148,80.0,5.0,20.0,6.33,11987,7.137600000000007,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2020,1197,50000,80.0,5.0,22.0,7.8,11988,7.406199999999995,Third Party insurance,Automatic,Third Owner,Petrol,Sedan
2012,1198,60000,90.0,5.0,20.0,2.2,11989,2.333999999999998,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2012,1198,60203,90.0,5.0,20.0,2.68,11990,2.6589000000000023,Third Party,Manual,Second Owner,Petrol,Hatchback
2008,796,90000,50.0,5.0,20.0,1.28,11991,1.1243352000000002,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2022,1196,20000,70.0,5.0,16.0,5.4,11992,5.343999999999993,Third Party insurance,Manual,First Owner,Petrol,Minivans
2011,1248,70000,90.0,5.0,22.0,3.0,11993,2.960700000000001,Third Party insurance,Manual,First Owner,Diesel,Sedan
2015,1498,65000,100.0,5.0,22.0,5.9,11994,5.766699999999993,Comprehensive,Manual,Second Owner,Diesel,SUV
2019,1197,42474,80.0,5.0,18.0,5.59,11995,5.668399999999995,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2012,796,74530,40.0,5.0,26.0,2.08,11996,2.0276000000000014,Comprehensive,Manual,First Owner,CNG,Hatchback
2021,1199,20000,90.0,5.0,18.0,8.3,11997,8.33639999999999,Third Party insurance,Automatic,Second Owner,Petrol,Sedan
2021,1199,8000,90.0,5.0,20.0,7.99,11999,7.715300000000003,Comprehensive,Manual,First Owner,Petrol,Hatchback
2018,1197,63662,80.0,5.0,22.0,7.78,12000,7.2812999999999874,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2016,1497,92430,120.0,5.0,18.0,7.02,12001,6.899399999999993,Third Party,Automatic,First Owner,Petrol,Sedan
2014,796,50000,50.0,5.0,30.0,2.0,12002,2.0884,Third Party insurance,Manual,First Owner,CNG,Hatchback
2016,1198,26985,90.0,5.0,18.0,4.91,12003,4.798200000000009,Third Party insurance,Manual,First Owner,Petrol,Sedan
2012,998,30000,70.0,5.0,18.0,2.5,12004,2.4927000000000006,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2018,1197,55601,80.0,5.0,18.0,6.73,12005,6.569800000000007,Third Party,Automatic,First Owner,Petrol,Hatchback
2020,1950,27000,190.0,5.0,12.0,42.95,12006,44.37279999999994,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2015,1199,33152,90.0,5.0,18.0,5.0,12007,4.7517,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2013,1595,34500,120.0,5.0,16.0,14.5,12008,12.7418,Comprehensive,Automatic,Third Owner,Petrol,Hatchback
2014,1591,60000,120.0,5.0,18.0,5.0,12009,5.0418,Third Party insurance,Manual,Second Owner,Petrol,Sedan
2011,998,90000,70.0,5.0,20.0,1.6,12010,1.6525999999999983,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2013,1197,60000,90.0,5.0,18.0,2.5,12011,2.6533999999999995,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2021,1950,32500,190.0,5.0,16.0,69.0,12012,65.30509999999998,Comprehensive,Automatic,First Owner,Diesel,Sedan
2013,1197,55718,90.0,5.0,22.0,3.94,12013,3.8996999999999984,Comprehensive,Manual,First Owner,Petrol,Hatchback
2022,1197,10000,90.0,5.0,24.0,5.9,12014,6.198099999999993,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,1498,70000,110.0,5.0,22.0,7.0,12015,7.6215,Third Party insurance,Automatic,First Owner,Diesel,Sedan
2016,1197,71000,80.0,5.0,18.0,6.6,12016,5.830400000000006,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2017,998,54763,70.0,5.0,20.0,4.33,12017,4.295099999999998,Comprehensive,Manual,First Owner,Petrol,Hatchback
2019,1197,30264,80.0,5.0,18.0,6.65,12019,6.330699999999994,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2016,1197,120094,80.0,5.0,18.0,5.0,12020,4.825100000000001,Not Available,Manual,First Owner,Petrol,Hatchback
2018,1197,35050,80.0,5.0,20.0,4.95,12021,5.666100000000003,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1497,40000,120.0,5.0,18.0,8.65,12022,8.23449999999999,Third Party,Automatic,First Owner,Petrol,Sedan
2019,1197,38500,80.0,5.0,18.0,8.25,12023,7.735100000000002,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1197,60637,80.0,5.0,18.0,4.39,12024,4.745899999999995,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2021,1956,26100,170.0,5.0,14.0,20.95,12025,21.169900000000005,Third Party insurance,Automatic,Second Owner,Diesel,SUV
2015,2354,74016,190.0,5.0,12.0,11.75,12026,11.819900000000002,Third Party insurance,Automatic,First Owner,Petrol,SUV
2018,1197,14362,80.0,5.0,18.0,5.87,12027,5.700700000000001,Zero Dep,Manual,First Owner,Petrol,Hatchback
2020,1498,20984,120.0,5.0,18.0,12.23,12028,12.154100000000003,Comprehensive,Automatic,First Owner,Petrol,Sedan
2015,1498,120000,100.0,5.0,28.0,3.5,12029,3.601499999999999,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2015,1499,50000,110.0,5.0,16.0,6.0,12030,5.837699999999999,Third Party insurance,Manual,Second Owner,Petrol,SUV
2015,1197,63775,80.0,5.0,18.0,4.05,12031,3.965500000000003,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2019,1197,40535,90.0,5.0,22.0,5.42,12032,5.394200000000003,Third Party,Manual,First Owner,Petrol,Hatchback
2014,1198,42500,90.0,5.0,18.0,3.25,12033,3.5206,Comprehensive,Manual,First Owner,Petrol,Sedan
2017,1198,40000,80.0,6.0,26.0,3.5,12034,3.6998,Third Party insurance,Manual,First Owner,Diesel,Hatchback
2011,1591,37758,120.0,5.0,18.0,3.45,12035,3.5114999999999967,Comprehensive,Manual,First Owner,Petrol,Sedan
2020,1996,51000,170.0,7.0,12.0,36.0,12036,36.4275,Comprehensive,Automatic,Second Owner,Diesel,SUV
2019,1196,77155,90.0,5.0,18.0,4.0,12037,4.227600000000001,Not Available,Manual,First Owner,Petrol,Sedan
2017,2993,40000,260.0,5.0,14.0,48.5,12038,50.77589999999999,Comprehensive,Automatic,First Owner,Diesel,Sedan
2017,1498,63000,100.0,5.0,24.0,7.9,12039,7.957999999999989,Third Party insurance,Manual,Second Owner,Diesel,SUV
2015,1373,46738,90.0,5.0,20.0,6.16,12040,5.808000000000008,Third Party,Manual,First Owner,Petrol,Sedan
2017,1396,80000,90.0,5.0,22.0,8.5,12041,8.046999999999999,Third Party insurance,Manual,First Owner,Diesel,SUV
2010,1298,158638,90.0,5.0,18.0,2.0,12042,1.9505,Not Available,Manual,First Owner,Petrol,Sedan
2020,1462,20636,100.0,5.0,20.0,9.26,12043,9.523099999999994,Third Party,Automatic,First Owner,Petrol,Sedan
2009,2982,150000,170.0,7.0,12.0,9.0,12044,9.5928,Third Party insurance,Manual,Second Owner,Diesel,SUV
2011,1150,79835,70.0,5.0,16.0,0.95,12045,1.233000000000001,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2015,796,31493,50.0,5.0,22.0,2.35,12047,2.4219999999999966,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1197,30000,80.0,5.0,20.0,4.5,12049,4.671399999999999,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
2021,999,18707,70.0,5.0,22.0,5.36,12050,5.313700000000006,Third Party,Automatic,First Owner,Petrol,Hatchback
2018,998,23219,70.0,5.0,22.0,5.66,12051,5.468700000000005,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2016,1197,60000,80.0,5.0,22.0,6.0,12052,5.915899999999999,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2015,1197,39922,80.0,5.0,18.0,4.3,12053,4.680200000000003,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1497,40000,120.0,5.0,16.0,5.8,12054,6.1751,Third Party insurance,Manual,Second Owner,Petrol,SUV
2015,998,38892,70.0,5.0,20.0,3.54,12056,3.461800000000001,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2022,1956,20000,170.0,7.0,14.0,22.5,12057,23.160799999999995,Third Party insurance,Automatic,First Owner,Diesel,SUV
2011,1497,80000,120.0,5.0,16.0,3.25,12058,3.1475,Third Party insurance,Automatic,Third Owner,Petrol,Sedan
2017,1497,50000,120.0,5.0,14.0,6.25,12060,6.652100000000001,Third Party insurance,Automatic,Third Owner,Petrol,SUV
2023,1995,6500,150.0,5.0,20.0,55.9,12061,51.97149999999998,Comprehensive,Automatic,First Owner,Diesel,SUV
2015,814,26541,60.0,5.0,22.0,3.04,12062,3.045400000000001,Comprehensive,Manual,First Owner,Petrol,Hatchback
2016,1591,41188,120.0,5.0,18.0,6.86,12063,6.766800000000007,Third Party,Automatic,First Owner,Petrol,Sedan
2010,796,24533,50.0,5.0,20.0,1.56,12064,1.5219000000000011,Third Party,Manual,First Owner,Petrol,Hatchback
2014,998,50714,70.0,5.0,26.0,3.3,12065,3.443000000000004,Comprehensive,Automatic,First Owner,Petrol,Hatchback
2016,1197,36624,80.0,5.0,22.0,5.1,12066,5.179500000000005,Comprehensive,Manual,First Owner,Petrol,Hatchback
2017,1497,88155,120.0,7.0,16.0,7.29,12067,6.997599999999997,Third Party,Manual,First Owner,Petrol,SUV
2016,1197,49922,80.0,5.0,18.0,5.07,12069,4.790799999999997,Third Party,Manual,First Owner,Petrol,Hatchback
2020,1197,22610,80.0,5.0,22.0,6.34,12070,6.315300000000001,Third Party,Manual,First Owner,Petrol,Hatchback
2012,1086,49000,60.0,5.0,18.0,2.25,12072,2.1848,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2014,1197,41120,80.0,5.0,18.0,4.2,12073,4.288099999999996,Comprehensive,Manual,First Owner,Petrol,Hatchback
2014,1197,84122,90.0,5.0,22.0,3.89,12074,3.878899999999993,Comprehensive,Manual,First Owner,Petrol,Sedan
2014,1199,70000,70.0,5.0,22.0,3.45,12075,3.566299999999996,Comprehensive,Manual,First Owner,Diesel,Hatchback
2007,2967,61000,240.0,7.0,12.0,12.75,12076,13.589400000000005,Comprehensive,Automatic,Second Owner,Diesel,SUV
2020,1451,20000,140.0,6.0,12.0,17.5,12077,17.581200000000003,Third Party insurance,Automatic,Second Owner,Petrol,SUV
2015,1199,21978,90.0,5.0,18.0,5.0,12078,4.902299999999999,Comprehensive,Manual,First Owner,Petrol,Sedan
2019,1498,70000,100.0,5.0,28.0,6.5,12079,7.1254,Third Party insurance,Manual,First Owner,Diesel,Sedan
2020,1199,49000,90.0,5.0,20.0,6.95,12080,7.009500000000004,Comprehensive,Manual,First Owner,Petrol,Hatchback
2014,1373,86797,90.0,7.0,16.0,6.35,12081,6.286100000000008,Third Party,Manual,First Owner,Petrol,MUV
2018,1248,97025,70.0,5.0,28.0,6.14,12082,6.189399999999993,Comprehensive,Manual,Second Owner,Diesel,Sedan
2012,1497,52543,120.0,5.0,18.0,3.4,12083,3.6265,Comprehensive,Manual,Second Owner,Petrol,Sedan
2012,1197,67900,80.0,5.0,18.0,2.8,12084,2.8639000000000028,Third Party insurance,Manual,First Owner,Petrol,Hatchback
2020,1197,26500,80.0,5.0,20.0,5.5,12085,6.069599999999999,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
2015,1968,70000,170.0,5.0,14.0,15.0,12086,15.331300000000004,Comprehensive,Automatic,First Owner,Diesel,SUV
2017,1798,49531,140.0,5.0,14.0,9.77,12087,10.164999999999994,Third Party,Manual,First Owner,Petrol,Sedan
2016,1995,82000,190.0,5.0,22.0,20.5,12088,22.4324,Comprehensive,Automatic,First Owner,Diesel,Sedan
