,Date
10266,2023-10-17 10:18:26.963054756
10267,2023-10-17 10:59:02.839439236
10268,2023-10-17 11:39:38.715823712
10269,2023-10-17 12:20:14.592208192
10270,2023-10-17 13:00:50.468592672
10271,2023-10-17 13:41:26.344977148
10272,2023-10-17 14:22:02.221361628
10273,2023-10-17 15:02:38.097746104
10274,2023-10-17 15:43:13.974130584
10275,2023-10-17 16:23:49.850515064
10276,2023-10-17 17:04:25.726899540
10277,2023-10-17 17:45:01.603284020
10278,2023-10-17 18:25:37.479668496
10279,2023-10-17 19:06:13.356052976
10280,2023-10-17 19:46:49.232437456
10281,2023-10-17 20:27:25.108821932
10282,2023-10-17 21:08:00.985206412
10283,2023-10-17 21:48:36.861590888
10284,2023-10-17 22:29:12.737975368
10285,2023-10-17 23:09:48.614359844
10286,2023-10-17 23:50:24.490744324
10287,2023-10-18 00:31:00.367128804
10288,2023-10-18 01:11:36.243513280
10289,2023-10-18 01:52:12.119897760
10290,2023-10-18 02:32:47.996282236
10291,2023-10-18 03:13:23.872666716
10292,2023-10-18 03:53:59.749051196
10293,2023-10-18 04:34:35.625435672
10294,2023-10-18 05:15:11.501820152
10295,2023-10-18 05:55:47.378204628
10296,2023-10-18 06:36:23.254589108
10297,2023-10-18 07:16:59.130973588
10298,2023-10-18 07:57:35.007358064
10299,2023-10-18 08:38:10.883742544
10300,2023-10-18 09:18:46.760127020
10301,2023-10-18 09:59:22.636511500
10302,2023-10-18 10:39:58.512895976
10303,2023-10-18 11:20:34.389280456
10304,2023-10-18 12:01:10.265664936
10305,2023-10-18 12:41:46.142049412
10306,2023-10-18 13:22:22.018433892
10307,2023-10-18 14:02:57.894818368
10308,2023-10-18 14:43:33.771202848
10309,2023-10-18 15:24:09.647587328
10310,2023-10-18 16:04:45.523971804
10311,2023-10-18 16:45:21.400356284
10312,2023-10-18 17:25:57.276740760
10313,2023-10-18 18:06:33.153125240
10314,2023-10-18 18:47:09.029509720
10315,2023-10-18 19:27:44.905894196
10316,2023-10-18 20:08:20.782278676
10317,2023-10-18 20:48:56.658663152
10318,2023-10-18 21:29:32.535047632
10319,2023-10-18 22:10:08.411432108
10320,2023-10-18 22:50:44.287816588
10321,2023-10-18 23:31:20.164201068
10322,2023-10-19 00:11:56.040585544
10323,2023-10-19 00:52:31.916970024
10324,2023-10-19 01:33:07.793354500
10325,2023-10-19 02:13:43.669738980
10326,2023-10-19 02:54:19.546123460
10327,2023-10-19 03:34:55.422507936
10328,2023-10-19 04:15:31.298892416
10329,2023-10-19 04:56:07.175276892
10330,2023-10-19 05:36:43.051661372
10331,2023-10-19 06:17:18.928045848
10332,2023-10-19 06:57:54.804430328
10333,2023-10-19 07:38:30.680814808
10334,2023-10-19 08:19:06.557199284
10335,2023-10-19 08:59:42.433583764
10336,2023-10-19 09:40:18.309968240
10337,2023-10-19 10:20:54.186352720
10338,2023-10-19 11:01:30.062737200
10339,2023-10-19 11:42:05.939121676
10340,2023-10-19 12:22:41.815506156
10341,2023-10-19 13:03:17.691890632
10342,2023-10-19 13:43:53.568275112
10343,2023-10-19 14:24:29.444659592
10344,2023-10-19 15:05:05.321044068
10345,2023-10-19 15:45:41.197428548
10346,2023-10-19 16:26:17.073813024
10347,2023-10-19 17:06:52.950197504
10348,2023-10-19 17:47:28.826581980
10349,2023-10-19 18:28:04.702966460
10350,2023-10-19 19:08:40.579350940
10351,2023-10-19 19:49:16.455735416
10352,2023-10-19 20:29:52.332119896
10353,2023-10-19 21:10:28.208504372
10354,2023-10-19 21:51:04.084888852
10355,2023-10-19 22:31:39.961273332
10356,2023-10-19 23:12:15.837657808
10357,2023-10-19 23:52:51.714042288
10358,2023-10-20 00:33:27.590426764
10359,2023-10-20 01:14:03.466811244
10360,2023-10-20 01:54:39.343195724
10361,2023-10-20 02:35:15.219580200
10362,2023-10-20 03:15:51.095964680
10363,2023-10-20 03:56:26.972349156
10364,2023-10-20 04:37:02.848733636
10365,2023-10-20 05:17:38.725118112
10366,2023-10-20 05:58:14.601502592
10367,2023-10-20 06:38:50.477887072
10368,2023-10-20 07:19:26.354271548
10369,2023-10-20 08:00:02.230656028
10370,2023-10-20 08:40:38.107040504
10371,2023-10-20 09:21:13.983424984
10372,2023-10-20 10:01:49.859809464
10373,2023-10-20 10:42:25.736193940
10374,2023-10-20 11:23:01.612578420
10375,2023-10-20 12:03:37.488962896
10376,2023-10-20 12:44:13.365347376
10377,2023-10-20 13:24:49.241731856
10378,2023-10-20 14:05:25.118116332
10379,2023-10-20 14:46:00.994500812
10380,2023-10-20 15:26:36.870885288
10381,2023-10-20 16:07:12.747269768
10382,2023-10-20 16:47:48.623654244
10383,2023-10-20 17:28:24.500038724
10384,2023-10-20 18:09:00.376423204
10385,2023-10-20 18:49:36.252807680
10386,2023-10-20 19:30:12.129192160
10387,2023-10-20 20:10:48.005576636
10388,2023-10-20 20:51:23.881961116
10389,2023-10-20 21:31:59.758345596
10390,2023-10-20 22:12:35.634730072
10391,2023-10-20 22:53:11.511114552
10392,2023-10-20 23:33:47.387499028
10393,2023-10-21 00:14:23.263883508
10394,2023-10-21 00:54:59.140267988
10395,2023-10-21 01:35:35.016652464
10396,2023-10-21 02:16:10.893036944
10397,2023-10-21 02:56:46.769421420
10398,2023-10-21 03:37:22.645805900
10399,2023-10-21 04:17:58.522190376
10400,2023-10-21 04:58:34.398574856
10401,2023-10-21 05:39:10.274959336
10402,2023-10-21 06:19:46.151343812
10403,2023-10-21 07:00:22.027728292
10404,2023-10-21 07:40:57.904112768
10405,2023-10-21 08:21:33.780497248
10406,2023-10-21 09:02:09.656881728
10407,2023-10-21 09:42:45.533266204
10408,2023-10-21 10:23:21.409650684
10409,2023-10-21 11:03:57.286035160
10410,2023-10-21 11:44:33.162419640
10411,2023-10-21 12:25:09.038804120
10412,2023-10-21 13:05:44.915188596
10413,2023-10-21 13:46:20.791573076
10414,2023-10-21 14:26:56.667957552
10415,2023-10-21 15:07:32.544342032
10416,2023-10-21 15:48:08.420726508
10417,2023-10-21 16:28:44.297110988
10418,2023-10-21 17:09:20.173495468
10419,2023-10-21 17:49:56.049879944
10420,2023-10-21 18:30:31.926264424
10421,2023-10-21 19:11:07.802648900
10422,2023-10-21 19:51:43.679033380
10423,2023-10-21 20:32:19.555417860
10424,2023-10-21 21:12:55.431802336
10425,2023-10-21 21:53:31.308186816
10426,2023-10-21 22:34:07.184571292
10427,2023-10-21 23:14:43.060955772
10428,2023-10-21 23:55:18.937340252
10429,2023-10-22 00:35:54.813724728
10430,2023-10-22 01:16:30.690109208
10431,2023-10-22 01:57:06.566493684
10432,2023-10-22 02:37:42.442878164
10433,2023-10-22 03:18:18.319262640
10434,2023-10-22 03:58:54.195647120
10435,2023-10-22 04:39:30.072031600
10436,2023-10-22 05:20:05.948416076
10437,2023-10-22 06:00:41.824800556
10438,2023-10-22 06:41:17.701185032
10439,2023-10-22 07:21:53.577569512
10440,2023-10-22 08:02:29.453953992
10441,2023-10-22 08:43:05.330338468
10442,2023-10-22 09:23:41.206722948
10443,2023-10-22 10:04:17.083107424
10444,2023-10-22 10:44:52.959491904
10445,2023-10-22 11:25:28.835876384
10446,2023-10-22 12:06:04.712260860
10447,2023-10-22 12:46:40.588645340
10448,2023-10-22 13:27:16.465029816
10449,2023-10-22 14:07:52.341414296
10450,2023-10-22 14:48:28.217798772
10451,2023-10-22 15:29:04.094183252
10452,2023-10-22 16:09:39.970567732
10453,2023-10-22 16:50:15.846952208
10454,2023-10-22 17:30:51.723336688
10455,2023-10-22 18:11:27.599721164
10456,2023-10-22 18:52:03.476105644
10457,2023-10-22 19:32:39.352490124
10458,2023-10-22 20:13:15.228874600
10459,2023-10-22 20:53:51.105259080
10460,2023-10-22 21:34:26.981643556
10461,2023-10-22 22:15:02.858028036
10462,2023-10-22 22:55:38.734412516
10463,2023-10-22 23:36:14.610796992
10464,2023-10-23 00:16:50.487181472
10465,2023-10-23 00:57:26.363565948
10466,2023-10-23 01:38:02.239950428
10467,2023-10-23 02:18:38.116334904
10468,2023-10-23 02:59:13.992719384
10469,2023-10-23 03:39:49.869103864
10470,2023-10-23 04:20:25.745488340
10471,2023-10-23 05:01:01.621872820
10472,2023-10-23 05:41:37.498257296
10473,2023-10-23 06:22:13.374641776
10474,2023-10-23 07:02:49.251026256
10475,2023-10-23 07:43:25.127410732
10476,2023-10-23 08:24:01.003795212
10477,2023-10-23 09:04:36.880179688
10478,2023-10-23 09:45:12.756564168
10479,2023-10-23 10:25:48.632948648
10480,2023-10-23 11:06:24.509333124
10481,2023-10-23 11:47:00.385717604
10482,2023-10-23 12:27:36.262102080
10483,2023-10-23 13:08:12.138486560
10484,2023-10-23 13:48:48.014871036
10485,2023-10-23 14:29:23.891255516
10486,2023-10-23 15:09:59.767639996
10487,2023-10-23 15:50:35.644024472
10488,2023-10-23 16:31:11.520408952
10489,2023-10-23 17:11:47.396793428
10490,2023-10-23 17:52:23.273177908
10491,2023-10-23 18:32:59.149562388
10492,2023-10-23 19:13:35.025946864
10493,2023-10-23 19:54:10.902331344
10494,2023-10-23 20:34:46.778715820
10495,2023-10-23 21:15:22.655100300
10496,2023-10-23 21:55:58.531484776
10497,2023-10-23 22:36:34.407869256
10498,2023-10-23 23:17:10.284253736
10499,2023-10-23 23:57:46.160638212
10500,2023-10-24 00:38:22.037022692
10501,2023-10-24 01:18:57.913407168
10502,2023-10-24 01:59:33.789791648
10503,2023-10-24 02:40:09.666176128
10504,2023-10-24 03:20:45.542560604
10505,2023-10-24 04:01:21.418945084
10506,2023-10-24 04:41:57.295329560
10507,2023-10-24 05:22:33.171714040
10508,2023-10-24 06:03:09.048098520
10509,2023-10-24 06:43:44.924482996
10510,2023-10-24 07:24:20.800867476
10511,2023-10-24 08:04:56.677251952
10512,2023-10-24 08:45:32.553636432
10513,2023-10-24 09:26:08.430020908
10514,2023-10-24 10:06:44.306405388
10515,2023-10-24 10:47:20.182789868
10516,2023-10-24 11:27:56.059174344
10517,2023-10-24 12:08:31.935558824
10518,2023-10-24 12:49:07.811943300
10519,2023-10-24 13:29:43.688327780
10520,2023-10-24 14:10:19.564712260
10521,2023-10-24 14:50:55.441096736
10522,2023-10-24 15:31:31.317481216
10523,2023-10-24 16:12:07.193865692
10524,2023-10-24 16:52:43.070250172
10525,2023-10-24 17:33:18.946634652
10526,2023-10-24 18:13:54.823019128
10527,2023-10-24 18:54:30.699403608
10528,2023-10-24 19:35:06.575788084
10529,2023-10-24 20:15:42.452172564
10530,2023-10-24 20:56:18.328557040
10531,2023-10-24 21:36:54.204941520
10532,2023-10-24 22:17:30.081326000
10533,2023-10-24 22:58:05.957710476
10534,2023-10-24 23:38:41.834094956
10535,2023-10-25 00:19:17.710479432
10536,2023-10-25 00:59:53.586863912
10537,2023-10-25 01:40:29.463248392
10538,2023-10-25 02:21:05.339632868
10539,2023-10-25 03:01:41.216017348
10540,2023-10-25 03:42:17.092401824
10541,2023-10-25 04:22:52.968786304
10542,2023-10-25 05:03:28.845170784
10543,2023-10-25 05:44:04.721555260
10544,2023-10-25 06:24:40.597939740
10545,2023-10-25 07:05:16.474324216
10546,2023-10-25 07:45:52.350708696
10547,2023-10-25 08:26:28.227093172
10548,2023-10-25 09:07:04.103477652
10549,2023-10-25 09:47:39.979862132
10550,2023-10-25 10:28:15.856246608
10551,2023-10-25 11:08:51.732631088
10552,2023-10-25 11:49:27.609015564
10553,2023-10-25 12:30:03.485400044
10554,2023-10-25 13:10:39.361784524
10555,2023-10-25 13:51:15.238169000
10556,2023-10-25 14:31:51.114553480
10557,2023-10-25 15:12:26.990937956
10558,2023-10-25 15:53:02.867322436
10559,2023-10-25 16:33:38.743706916
10560,2023-10-25 17:14:14.620091392
10561,2023-10-25 17:54:50.496475872
10562,2023-10-25 18:35:26.372860348
10563,2023-10-25 19:16:02.249244828
10564,2023-10-25 19:56:38.125629304
10565,2023-10-25 20:37:14.002013784
10566,2023-10-25 21:17:49.878398264
10567,2023-10-25 21:58:25.754782740
10568,2023-10-25 22:39:01.631167220
10569,2023-10-25 23:19:37.507551696
10570,2023-10-26 00:00:13.383936176
10571,2023-10-26 00:40:49.260320656
10572,2023-10-26 01:21:25.136705132
10573,2023-10-26 02:02:01.013089612
10574,2023-10-26 02:42:36.889474088
10575,2023-10-26 03:23:12.765858568
10576,2023-10-26 04:03:48.642243048
10577,2023-10-26 04:44:24.518627524
10578,2023-10-26 05:25:00.395012004
10579,2023-10-26 06:05:36.271396480
10580,2023-10-26 06:46:12.147780960
10581,2023-10-26 07:26:48.024165436
10582,2023-10-26 08:07:23.900549916
10583,2023-10-26 08:47:59.776934396
10584,2023-10-26 09:28:35.653318872
10585,2023-10-26 10:09:11.529703352
10586,2023-10-26 10:49:47.406087828
10587,2023-10-26 11:30:23.282472308
10588,2023-10-26 12:10:59.158856788
10589,2023-10-26 12:51:35.035241264
10590,2023-10-26 13:32:10.911625744
10591,2023-10-26 14:12:46.788010220
10592,2023-10-26 14:53:22.664394700
10593,2023-10-26 15:33:58.540779180
10594,2023-10-26 16:14:34.417163656
10595,2023-10-26 16:55:10.293548136
10596,2023-10-26 17:35:46.169932612
10597,2023-10-26 18:16:22.046317092
10598,2023-10-26 18:56:57.922701568
10599,2023-10-26 19:37:33.799086048
10600,2023-10-26 20:18:09.675470528
10601,2023-10-26 20:58:45.551855004
10602,2023-10-26 21:39:21.428239484
10603,2023-10-26 22:19:57.304623960
10604,2023-10-26 23:00:33.181008440
10605,2023-10-26 23:41:09.057392920
10606,2023-10-27 00:21:44.933777396
10607,2023-10-27 01:02:20.810161876
10608,2023-10-27 01:42:56.686546352
10609,2023-10-27 02:23:32.562930832
10610,2023-10-27 03:04:08.439315312
10611,2023-10-27 03:44:44.315699788
10612,2023-10-27 04:25:20.192084268
10613,2023-10-27 05:05:56.068468744
10614,2023-10-27 05:46:31.944853224
10615,2023-10-27 06:27:07.821237700
10616,2023-10-27 07:07:43.697622180
10617,2023-10-27 07:48:19.574006660
10618,2023-10-27 08:28:55.450391136
10619,2023-10-27 09:09:31.326775616
10620,2023-10-27 09:50:07.203160092
10621,2023-10-27 10:30:43.079544572
10622,2023-10-27 11:11:18.955929052
10623,2023-10-27 11:51:54.832313528
10624,2023-10-27 12:32:30.708698008
10625,2023-10-27 13:13:06.585082484
10626,2023-10-27 13:53:42.461466964
10627,2023-10-27 14:34:18.337851444
10628,2023-10-27 15:14:54.214235920
10629,2023-10-27 15:55:30.090620400
10630,2023-10-27 16:36:05.967004876
10631,2023-10-27 17:16:41.843389356
10632,2023-10-27 17:57:17.719773832
10633,2023-10-27 18:37:53.596158312
10634,2023-10-27 19:18:29.472542792
10635,2023-10-27 19:59:05.348927268
10636,2023-10-27 20:39:41.225311748
10637,2023-10-27 21:20:17.101696224
10638,2023-10-27 22:00:52.978080704
10639,2023-10-27 22:41:28.854465184
10640,2023-10-27 23:22:04.730849660
10641,2023-10-28 00:02:40.607234140
10642,2023-10-28 00:43:16.483618616
10643,2023-10-28 01:23:52.360003096
10644,2023-10-28 02:04:28.236387576
10645,2023-10-28 02:45:04.112772052
10646,2023-10-28 03:25:39.989156532
10647,2023-10-28 04:06:15.865541008
10648,2023-10-28 04:46:51.741925488
10649,2023-10-28 05:27:27.618309964
10650,2023-10-28 06:08:03.494694444
10651,2023-10-28 06:48:39.371078924
10652,2023-10-28 07:29:15.247463400
10653,2023-10-28 08:09:51.123847880
10654,2023-10-28 08:50:27.000232356
10655,2023-10-28 09:31:02.876616836
10656,2023-10-28 10:11:38.753001316
10657,2023-10-28 10:52:14.629385792
10658,2023-10-28 11:32:50.505770272
10659,2023-10-28 12:13:26.382154748
10660,2023-10-28 12:54:02.258539228
10661,2023-10-28 13:34:38.134923708
10662,2023-10-28 14:15:14.011308184
10663,2023-10-28 14:55:49.887692664
10664,2023-10-28 15:36:25.764077140
10665,2023-10-28 16:17:01.640461620
10666,2023-10-28 16:57:37.516846096
10667,2023-10-28 17:38:13.393230576
10668,2023-10-28 18:18:49.269615056
10669,2023-10-28 18:59:25.145999532
10670,2023-10-28 19:40:01.022384012
10671,2023-10-28 20:20:36.898768488
10672,2023-10-28 21:01:12.775152968
10673,2023-10-28 21:41:48.651537448
10674,2023-10-28 22:22:24.527921924
10675,2023-10-28 23:03:00.404306404
10676,2023-10-28 23:43:36.280690880
10677,2023-10-29 00:24:12.157075360
10678,2023-10-29 01:04:48.033459836
10679,2023-10-29 01:45:23.909844316
10680,2023-10-29 02:25:59.786228796
10681,2023-10-29 03:06:35.662613272
10682,2023-10-29 03:47:11.538997752
10683,2023-10-29 04:27:47.415382228
10684,2023-10-29 05:08:23.291766708
10685,2023-10-29 05:48:59.168151188
10686,2023-10-29 06:29:35.044535664
10687,2023-10-29 07:10:10.920920144
10688,2023-10-29 07:50:46.797304620
10689,2023-10-29 08:31:22.673689100
10690,2023-10-29 09:11:58.550073580
10691,2023-10-29 09:52:34.426458056
10692,2023-10-29 10:33:10.302842536
10693,2023-10-29 11:13:46.179227012
10694,2023-10-29 11:54:22.055611492
10695,2023-10-29 12:34:57.931995968
10696,2023-10-29 13:15:33.808380448
10697,2023-10-29 13:56:09.684764928
10698,2023-10-29 14:36:45.561149404
10699,2023-10-29 15:17:21.437533884
10700,2023-10-29 15:57:57.313918360
10701,2023-10-29 16:38:33.190302840
10702,2023-10-29 17:19:09.066687320
10703,2023-10-29 17:59:44.943071796
10704,2023-10-29 18:40:20.819456276
10705,2023-10-29 19:20:56.695840752
10706,2023-10-29 20:01:32.572225232
10707,2023-10-29 20:42:08.448609712
10708,2023-10-29 21:22:44.324994188
10709,2023-10-29 22:03:20.201378668
10710,2023-10-29 22:43:56.077763144
10711,2023-10-29 23:24:31.954147624
10712,2023-10-30 00:05:07.830532100
10713,2023-10-30 00:45:43.706916580
10714,2023-10-30 01:26:19.583301060
10715,2023-10-30 02:06:55.459685536
10716,2023-10-30 02:47:31.336070016
10717,2023-10-30 03:28:07.212454492
10718,2023-10-30 04:08:43.088838972
10719,2023-10-30 04:49:18.965223452
10720,2023-10-30 05:29:54.841607928
10721,2023-10-30 06:10:30.717992408
10722,2023-10-30 06:51:06.594376884
10723,2023-10-30 07:31:42.470761364
10724,2023-10-30 08:12:18.347145844
10725,2023-10-30 08:52:54.223530320
10726,2023-10-30 09:33:30.099914800
10727,2023-10-30 10:14:05.976299276
10728,2023-10-30 10:54:41.852683756
10729,2023-10-30 11:35:17.729068232
10730,2023-10-30 12:15:53.605452712
10731,2023-10-30 12:56:29.481837192
10732,2023-10-30 13:37:05.358221668
10733,2023-10-30 14:17:41.234606148
10734,2023-10-30 14:58:17.110990624
10735,2023-10-30 15:38:52.987375104
10736,2023-10-30 16:19:28.863759584
10737,2023-10-30 17:00:04.740144060
10738,2023-10-30 17:40:40.616528540
10739,2023-10-30 18:21:16.492913016
10740,2023-10-30 19:01:52.369297496
10741,2023-10-30 19:42:28.245681976
10742,2023-10-30 20:23:04.122066452
10743,2023-10-30 21:03:39.998450932
10744,2023-10-30 21:44:15.874835408
10745,2023-10-30 22:24:51.751219888
10746,2023-10-30 23:05:27.627604364
10747,2023-10-30 23:46:03.503988844
10748,2023-10-31 00:26:39.380373324
10749,2023-10-31 01:07:15.256757800
10750,2023-10-31 01:47:51.133142280
10751,2023-10-31 02:28:27.009526756
10752,2023-10-31 03:09:02.885911236
10753,2023-10-31 03:49:38.762295716
10754,2023-10-31 04:30:14.638680192
10755,2023-10-31 05:10:50.515064672
10756,2023-10-31 05:51:26.391449148
10757,2023-10-31 06:32:02.267833628
10758,2023-10-31 07:12:38.144218108
10759,2023-10-31 07:53:14.020602584
10760,2023-10-31 08:33:49.896987064
10761,2023-10-31 09:14:25.773371540
10762,2023-10-31 09:55:01.649756020
10763,2023-10-31 10:35:37.526140496
10764,2023-10-31 11:16:13.402524976
10765,2023-10-31 11:56:49.278909456
10766,2023-10-31 12:37:25.155293932
10767,2023-10-31 13:18:01.031678412
10768,2023-10-31 13:58:36.908062888
10769,2023-10-31 14:39:12.784447368
10770,2023-10-31 15:19:48.660831848
10771,2023-10-31 16:00:24.537216324
10772,2023-10-31 16:41:00.413600804
10773,2023-10-31 17:21:36.289985280
10774,2023-10-31 18:02:12.166369760
10775,2023-10-31 18:42:48.042754240
10776,2023-10-31 19:23:23.919138716
10777,2023-10-31 20:03:59.795523196
10778,2023-10-31 20:44:35.671907672
10779,2023-10-31 21:25:11.548292152
10780,2023-10-31 22:05:47.424676628
10781,2023-10-31 22:46:23.301061108
10782,2023-10-31 23:26:59.177445588
10783,2023-11-01 00:07:35.053830064
10784,2023-11-01 00:48:10.930214544
10785,2023-11-01 01:28:46.806599020
10786,2023-11-01 02:09:22.682983500
10787,2023-11-01 02:49:58.559367980
10788,2023-11-01 03:30:34.435752456
10789,2023-11-01 04:11:10.312136936
10790,2023-11-01 04:51:46.188521412
10791,2023-11-01 05:32:22.064905892
10792,2023-11-01 06:12:57.941290372
10793,2023-11-01 06:53:33.817674848
10794,2023-11-01 07:34:09.694059328
10795,2023-11-01 08:14:45.570443804
10796,2023-11-01 08:55:21.446828284
10797,2023-11-01 09:35:57.323212760
10798,2023-11-01 10:16:33.199597240
10799,2023-11-01 10:57:09.075981720
10800,2023-11-01 11:37:44.952366196
10801,2023-11-01 12:18:20.828750676
10802,2023-11-01 12:58:56.705135152
10803,2023-11-01 13:39:32.581519632
10804,2023-11-01 14:20:08.457904112
10805,2023-11-01 15:00:44.334288588
10806,2023-11-01 15:41:20.210673068
10807,2023-11-01 16:21:56.087057544
10808,2023-11-01 17:02:31.963442024
10809,2023-11-01 17:43:07.839826504
10810,2023-11-01 18:23:43.716210980
10811,2023-11-01 19:04:19.592595460
10812,2023-11-01 19:44:55.468979936
10813,2023-11-01 20:25:31.345364416
10814,2023-11-01 21:06:07.221748892
10815,2023-11-01 21:46:43.098133372
10816,2023-11-01 22:27:18.974517852
10817,2023-11-01 23:07:54.850902328
10818,2023-11-01 23:48:30.727286808
10819,2023-11-02 00:29:06.603671284
10820,2023-11-02 01:09:42.480055764
10821,2023-11-02 01:50:18.356440244
10822,2023-11-02 02:30:54.232824720
10823,2023-11-02 03:11:30.109209200
10824,2023-11-02 03:52:05.985593676
10825,2023-11-02 04:32:41.861978156
10826,2023-11-02 05:13:17.738362636
10827,2023-11-02 05:53:53.614747112
10828,2023-11-02 06:34:29.491131592
10829,2023-11-02 07:15:05.367516068
10830,2023-11-02 07:55:41.243900548
10831,2023-11-02 08:36:17.120285024
10832,2023-11-02 09:16:52.996669504
10833,2023-11-02 09:57:28.873053984
10834,2023-11-02 10:38:04.749438460
10835,2023-11-02 11:18:40.625822940
10836,2023-11-02 11:59:16.502207416
10837,2023-11-02 12:39:52.378591896
10838,2023-11-02 13:20:28.254976376
10839,2023-11-02 14:01:04.131360852
10840,2023-11-02 14:41:40.007745332
10841,2023-11-02 15:22:15.884129808
10842,2023-11-02 16:02:51.760514288
10843,2023-11-02 16:43:27.636898764
10844,2023-11-02 17:24:03.513283244
10845,2023-11-02 18:04:39.389667724
10846,2023-11-02 18:45:15.266052200
10847,2023-11-02 19:25:51.142436680
10848,2023-11-02 20:06:27.018821156
10849,2023-11-02 20:47:02.895205636
10850,2023-11-02 21:27:38.771590116
10851,2023-11-02 22:08:14.647974592
10852,2023-11-02 22:48:50.524359072
10853,2023-11-02 23:29:26.400743548
10854,2023-11-03 00:10:02.277128028
10855,2023-11-03 00:50:38.153512508
10856,2023-11-03 01:31:14.029896984
10857,2023-11-03 02:11:49.906281464
10858,2023-11-03 02:52:25.782665940
10859,2023-11-03 03:33:01.659050420
10860,2023-11-03 04:13:37.535434896
10861,2023-11-03 04:54:13.411819376
10862,2023-11-03 05:34:49.288203856
10863,2023-11-03 06:15:25.164588332
10864,2023-11-03 06:56:01.040972812
10865,2023-11-03 07:36:36.917357288
10866,2023-11-03 08:17:12.793741768
10867,2023-11-03 08:57:48.670126248
10868,2023-11-03 09:38:24.546510724
10869,2023-11-03 10:19:00.422895204
10870,2023-11-03 10:59:36.299279680
10871,2023-11-03 11:40:12.175664160
10872,2023-11-03 12:20:48.052048640
10873,2023-11-03 13:01:23.928433116
10874,2023-11-03 13:41:59.804817596
10875,2023-11-03 14:22:35.681202072
10876,2023-11-03 15:03:11.557586552
10877,2023-11-03 15:43:47.433971028
10878,2023-11-03 16:24:23.310355508
10879,2023-11-03 17:04:59.186739988
10880,2023-11-03 17:45:35.063124464
10881,2023-11-03 18:26:10.939508944
10882,2023-11-03 19:06:46.815893420
10883,2023-11-03 19:47:22.692277900
10884,2023-11-03 20:27:58.568662380
10885,2023-11-03 21:08:34.445046856
10886,2023-11-03 21:49:10.321431336
10887,2023-11-03 22:29:46.197815812
10888,2023-11-03 23:10:22.074200292
10889,2023-11-03 23:50:57.950584772
10890,2023-11-04 00:31:33.826969248
10891,2023-11-04 01:12:09.703353728
10892,2023-11-04 01:52:45.579738204
10893,2023-11-04 02:33:21.456122684
10894,2023-11-04 03:13:57.332507160
10895,2023-11-04 03:54:33.208891640
10896,2023-11-04 04:35:09.085276120
10897,2023-11-04 05:15:44.961660596
10898,2023-11-04 05:56:20.838045076
10899,2023-11-04 06:36:56.714429552
10900,2023-11-04 07:17:32.590814032
10901,2023-11-04 07:58:08.467198512
10902,2023-11-04 08:38:44.343582988
10903,2023-11-04 09:19:20.219967468
10904,2023-11-04 09:59:56.096351944
10905,2023-11-04 10:40:31.972736424
10906,2023-11-04 11:21:07.849120904
10907,2023-11-04 12:01:43.725505380
10908,2023-11-04 12:42:19.601889860
10909,2023-11-04 13:22:55.478274336
10910,2023-11-04 14:03:31.354658816
10911,2023-11-04 14:44:07.231043292
10912,2023-11-04 15:24:43.107427772
10913,2023-11-04 16:05:18.983812252
10914,2023-11-04 16:45:54.860196728
10915,2023-11-04 17:26:30.736581208
10916,2023-11-04 18:07:06.612965684
10917,2023-11-04 18:47:42.489350164
10918,2023-11-04 19:28:18.365734644
10919,2023-11-04 20:08:54.242119120
10920,2023-11-04 20:49:30.118503600
10921,2023-11-04 21:30:05.994888076
10922,2023-11-04 22:10:41.871272556
10923,2023-11-04 22:51:17.747657036
10924,2023-11-04 23:31:53.624041512
10925,2023-11-05 00:12:29.500425992
10926,2023-11-05 00:53:05.376810468
10927,2023-11-05 01:33:41.253194948
10928,2023-11-05 02:14:17.129579424
10929,2023-11-05 02:54:53.005963904
10930,2023-11-05 03:35:28.882348384
10931,2023-11-05 04:16:04.758732860
10932,2023-11-05 04:56:40.635117340
10933,2023-11-05 05:37:16.511501816
10934,2023-11-05 06:17:52.387886296
10935,2023-11-05 06:58:28.264270776
10936,2023-11-05 07:39:04.140655252
10937,2023-11-05 08:19:40.017039732
10938,2023-11-05 09:00:15.893424208
10939,2023-11-05 09:40:51.769808688
10940,2023-11-05 10:21:27.646193168
10941,2023-11-05 11:02:03.522577644
10942,2023-11-05 11:42:39.398962124
10943,2023-11-05 12:23:15.275346600
10944,2023-11-05 13:03:51.151731080
10945,2023-11-05 13:44:27.028115556
10946,2023-11-05 14:25:02.904500036
10947,2023-11-05 15:05:38.780884516
10948,2023-11-05 15:46:14.657268992
10949,2023-11-05 16:26:50.533653472
10950,2023-11-05 17:07:26.410037948
10951,2023-11-05 17:48:02.286422428
10952,2023-11-05 18:28:38.162806908
10953,2023-11-05 19:09:14.039191384
10954,2023-11-05 19:49:49.915575864
10955,2023-11-05 20:30:25.791960340
10956,2023-11-05 21:11:01.668344820
10957,2023-11-05 21:51:37.544729300
10958,2023-11-05 22:32:13.421113776
10959,2023-11-05 23:12:49.297498256
10960,2023-11-05 23:53:25.173882732
10961,2023-11-06 00:34:01.050267212
10962,2023-11-06 01:14:36.926651688
10963,2023-11-06 01:55:12.803036168
10964,2023-11-06 02:35:48.679420648
