,registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,city,insurance,transmission_type,owner_type,fuel_type,body_type
10149,2021,1194,120000,90.0,5.0,18.0,5.2,10869,5.861399999999999,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Sedan
10150,2012,1985,89000,160.0,5.0,14.0,17.75,10870,13.277999999999995,Mumbai,Third Party insurance,Automatic,Second Owner,Diesel,SUV
10151,2015,2179,100000,140.0,7.0,16.0,4.7,10871,5.186399999999996,Gurgaon,Third Party insurance,Manual,Second Owner,Diesel,SUV
10152,2020,1499,60000,100.0,5.0,24.0,5.5,10872,6.3565,Agra,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
10153,2015,1197,90000,80.0,5.0,18.0,6.25,10873,5.9407000000000005,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Hatchback
10154,2017,1197,52549,80.0,5.0,18.0,3.62,10875,4.008300000000002,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10155,2018,799,24552,50.0,5.0,26.0,4.6,10876,4.072100000000003,Hyderabad,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
10156,2010,1197,60585,80.0,5.0,20.0,1.75,10877,1.7782000000000002,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
10157,2016,1582,65000,130.0,5.0,18.0,9.21,10879,8.886200000000004,Ahmedabad,Comprehensive,Automatic,First Owner,Diesel,SUV
10158,2020,1498,62397,100.0,5.0,24.0,7.63,10880,8.123999999999997,Chandigarh,Zero Dep,Manual,First Owner,Diesel,SUV
10159,2017,1248,85755,90.0,5.0,28.0,6.78,10881,6.65529999999999,Chennai,Third Party,Manual,Second Owner,Diesel,Sedan
10160,2018,1582,29000,130.0,5.0,20.0,13.0,10882,12.624800000000002,Bangalore,Comprehensive,Manual,First Owner,Diesel,SUV
10161,2020,1197,5878,80.0,5.0,22.0,7.61,10883,7.383500000000007,Hyderabad,Third Party,Manual,First Owner,Petrol,Hatchback
10162,2022,998,3926,70.0,5.0,24.0,4.75,10884,5.054600000000002,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
10163,2019,1497,76355,120.0,5.0,18.0,8.9,10886,9.08649999999999,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Sedan
10164,2013,796,80000,50.0,5.0,22.0,2.06,10887,2.0142000000000007,Agra,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10165,2018,814,48609,60.0,5.0,22.0,3.38,10888,3.362699999999998,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10166,2019,1798,45000,180.0,5.0,14.0,25.0,10889,24.3935,Delhi,Comprehensive,Automatic,First Owner,Petrol,Sedan
10167,2021,1196,30000,70.0,5.0,16.0,6.2,10890,5.8371,Pune,Comprehensive,Manual,First Owner,CNG,Maruti
10168,2018,1396,50000,90.0,5.0,22.0,6.75,10891,6.839599999999999,Chandigarh,Third Party insurance,Manual,First Owner,Diesel,Hatchback
10169,2015,998,90000,70.0,5.0,24.0,2.5,10892,2.794,Mumbai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10170,2016,998,42504,70.0,5.0,20.0,3.67,10893,3.6439,Ahmedabad,Third Party,Manual,Second Owner,Petrol,Hatchback
10171,2019,998,22000,120.0,5.0,18.0,10.45,10894,10.460900000000011,Mumbai,Zero Dep,Automatic,First Owner,Petrol,SUV
10172,2021,1197,20000,80.0,5.0,20.0,7.0,10897,7.042500000000001,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10173,2019,999,26039,70.0,5.0,24.0,4.45,10898,4.371899999999995,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
10174,2019,1086,18000,70.0,5.0,20.0,5.5,10899,5.414699999999999,Hyderabad,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
10175,2008,1248,140046,80.0,5.0,18.0,1.06,10900,1.583200000000001,Bangalore,Comprehensive,Manual,First Owner,Diesel,Hatchback
10176,2018,1995,49000,180.0,5.0,18.0,27.0,10901,25.982000000000006,Chennai,Comprehensive,Automatic,First Owner,Diesel,SUV
10177,2017,814,60000,60.0,5.0,22.0,2.5,10902,2.6945,Bangalore,Third Party insurance,Manual,Fourth Owner,Petrol,Hatchback
10178,2020,1998,15000,250.0,5.0,16.0,44.5,10903,45.751,Delhi,Comprehensive,Automatic,Second Owner,Petrol,Sedan
10179,2014,2143,94000,170.0,5.0,14.0,13.75,10904,14.1885,Ahmedabad,Comprehensive,Automatic,First Owner,Diesel,Sedan
10180,2013,998,90000,60.0,5.0,26.0,1.6,10905,1.7001999999999973,Gurgaon,Third Party insurance,Manual,Fourth Owner,CNG,Hatchback
10181,2013,1797,65000,150.0,5.0,14.0,6.5,10906,6.288700000000001,Delhi,Comprehensive,Automatic,Second Owner,Petrol,Sedan
10182,2021,999,14307,70.0,5.0,22.0,5.14,10907,5.147399999999997,Bangalore,Third Party,Automatic,Second Owner,Petrol,Hatchback
10183,2018,1197,40700,80.0,5.0,22.0,5.2,10908,5.292499999999994,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
10184,2017,998,20707,70.0,5.0,24.0,3.49,10909,4.004700000000002,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
10185,2015,2489,59800,90.0,7.0,14.0,2.9,10910,3.4672,Kolkata,Comprehensive,Manual,Third Owner,Diesel,MUV
10186,2013,1461,90000,80.0,5.0,20.0,3.6,10911,3.401900000000002,Chandigarh,Third Party insurance,Manual,Third Owner,Diesel,SUV
10187,2019,1497,84000,110.0,5.0,22.0,8.7,10912,8.766100000000009,Ahmedabad,Comprehensive,Manual,First Owner,Diesel,SUV
10188,2019,1086,38985,70.0,5.0,20.0,5.51,10913,5.271099999999995,Bangalore,Zero Dep,Automatic,First Owner,Petrol,Hatchback
10189,2018,1197,31133,80.0,5.0,20.0,5.41,10914,5.382100000000007,Gurgaon,Third Party insurance,Manual,First Owner,Petrol,Sedan
10190,2019,999,31356,70.0,5.0,22.0,2.46,10915,3.1033999999999997,Kolkata,Third Party,Manual,Second Owner,Petrol,Hatchback
10191,2020,1199,88840,90.0,5.0,18.0,7.0,10916,6.785400000000003,Lucknow,Not Available,Manual,First Owner,Petrol,Sedan
10192,2017,1197,90000,80.0,5.0,20.0,4.5,10917,4.396899999999999,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10193,2011,1399,150032,70.0,5.0,20.0,2.0,10918,2.1577000000000006,Bangalore,Third Party,Manual,First Owner,Diesel,Hatchback
10194,2015,1498,80000,90.0,5.0,20.0,5.2,10919,4.852499999999997,Chennai,Third Party insurance,Manual,Second Owner,Diesel,Hatchback
10195,2014,1197,19830,80.0,5.0,18.0,3.3,10920,3.334800000000004,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
10196,2015,998,57000,70.0,5.0,24.0,3.6,10921,3.495000000000001,Ahmedabad,Comprehensive,Manual,First Owner,Petrol,Hatchback
10197,2015,1390,55000,120.0,5.0,14.0,5.99,10922,5.440500000000004,Kolkata,Third Party,Manual,First Owner,Petrol,Sedan
10198,2011,1197,80000,80.0,5.0,16.0,3.11,10923,2.883000000000006,Pune,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10199,2022,1197,9440,80.0,5.0,20.0,8.3,10924,8.178899999999995,Bangalore,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
10200,2007,1150,60000,70.0,5.0,16.0,0.9,10925,0.9755000000000004,Jaipur,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10201,2016,1197,47875,80.0,5.0,18.0,5.91,10926,5.825000000000004,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10202,2012,1798,100000,160.0,5.0,14.0,3.85,10927,4.124800000000003,Bangalore,Third Party insurance,Manual,Second Owner,Petrol,Sedan
10203,2018,1496,48833,120.0,5.0,16.0,8.68,10928,8.55149999999999,Bangalore,Third Party,Manual,Second Owner,Petrol,SUV
10204,2018,1995,70615,180.0,5.0,16.0,18.75,10929,19.102000000000004,Pune,Third Party,Automatic,First Owner,Diesel,SUV
10205,2021,998,40000,70.0,5.0,22.0,5.1,10930,4.8090000000000055,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10206,2012,2982,145000,170.0,7.0,12.0,9.51,10931,9.525699999999995,Ahmedabad,Third Party insurance,Manual,Second Owner,Diesel,SUV
10207,2018,1197,84181,80.0,5.0,18.0,5.1,10932,5.121400000000007,Delhi,Comprehensive,Manual,Second Owner,Petrol,Hatchback
10208,2020,998,65935,70.0,5.0,22.0,4.37,10933,4.421300000000001,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
10209,2012,1197,69680,80.0,5.0,20.0,2.96,10935,2.972799999999999,Chennai,Comprehensive,Manual,Second Owner,Petrol,Hatchback
10210,2018,1462,50062,100.0,7.0,20.0,8.35,10936,7.914900000000008,Mumbai,Comprehensive,Manual,First Owner,Petrol,MUV
10211,2016,796,24378,50.0,5.0,22.0,3.32,10937,3.139699999999995,Pune,Comprehensive,Manual,First Owner,Petrol,Hatchback
10212,2011,1197,100000,80.0,5.0,20.0,3.2,10938,2.7452999999999967,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10213,2016,796,20127,50.0,5.0,22.0,2.4,10939,2.585500000000001,Pune,Not Available,Manual,Second Owner,Petrol,Hatchback
10214,2019,1047,50000,70.0,5.0,24.0,6.2,10940,5.9787,Chennai,Third Party insurance,Manual,First Owner,Diesel,Sedan
10215,2018,1197,19244,80.0,5.0,22.0,6.31,10941,6.282699999999997,Delhi,Third Party,Automatic,First Owner,Petrol,Hatchback
10216,2019,1995,22565,190.0,5.0,20.0,48.5,10942,46.6275,Pune,Third Party insurance,Automatic,First Owner,Diesel,Sedan
10217,2017,1197,57454,90.0,5.0,22.0,4.92,10943,5.032500000000003,Mumbai,Comprehensive,Manual,Second Owner,Petrol,Hatchback
10218,2014,1198,60000,70.0,5.0,16.0,3.0,10944,3.124900000000001,Kolkata,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10219,2014,1197,47100,80.0,5.0,18.0,5.25,10945,4.667800000000001,Mumbai,Comprehensive,Manual,First Owner,Petrol,Hatchback
10220,2020,1799,8100,140.0,5.0,16.0,19.9,10946,18.633300000000023,Delhi,Comprehensive,Automatic,First Owner,Petrol,Sedan
10221,2016,2143,58000,130.0,5.0,20.0,11.95,10947,13.658100000000015,Delhi,Comprehensive,Automatic,First Owner,Diesel,Hatchback
10222,2016,998,112891,70.0,5.0,24.0,3.19,10948,3.3796,Chandigarh,Comprehensive,Automatic,First Owner,Petrol,Hatchback
10223,2017,1598,60000,100.0,5.0,16.0,7.5,10949,7.306900000000001,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Sedan
10224,2017,2143,100000,200.0,5.0,18.0,35.0,10950,34.161,Pune,Third Party,Automatic,First Owner,Diesel,SUV
10225,2016,998,41464,70.0,5.0,26.0,4.8,10951,4.708100000000004,Bangalore,Comprehensive,Automatic,First Owner,Petrol,Hatchback
10226,2015,1197,44559,80.0,5.0,18.0,4.95,10952,4.845899999999995,Delhi,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
10227,2018,1582,90000,130.0,5.0,22.0,9.75,10953,9.561,Mumbai,Comprehensive,Manual,First Owner,Diesel,Sedan
10228,2019,1248,120000,90.0,5.0,24.0,8.0,10954,7.886700000000001,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV
10229,2014,1086,87711,70.0,5.0,20.0,3.39,10955,3.308599999999994,Hyderabad,Comprehensive,Manual,First Owner,Petrol,Hatchback
10230,2018,1197,44268,80.0,5.0,18.0,5.85,10956,6.028200000000007,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Hatchback
10231,2010,1197,39838,80.0,5.0,20.0,1.9,10957,1.8353000000000017,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
10232,2022,1199,10000,120.0,5.0,18.0,13.22,10958,12.456500000000014,Ahmedabad,Third Party insurance,Manual,First Owner,Petrol,SUV
10233,2017,1248,67437,90.0,5.0,24.0,6.25,10959,6.513199999999999,Gurgaon,Third Party insurance,Manual,First Owner,Diesel,SUV
10234,2020,1497,20000,110.0,5.0,16.0,11.1,10960,11.3696,Kolkata,Third Party insurance,Manual,First Owner,Petrol,SUV
10235,2012,1396,180039,90.0,5.0,24.0,2.66,10961,2.6171999999999995,Jaipur,Not Available,Manual,First Owner,Diesel,Hatchback
10236,2016,796,60610,50.0,5.0,22.0,2.45,10962,2.483799999999997,Hyderabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10237,2021,1956,21000,170.0,7.0,16.0,19.5,10963,19.0526,Delhi,Comprehensive,Manual,First Owner,Diesel,SUV
10238,2019,1197,70000,110.0,5.0,16.0,8.0,10964,9.1531,Bangalore,Third Party insurance,Manual,Second Owner,Petrol,SUV
10239,2017,1199,82286,90.0,5.0,18.0,3.99,10965,4.2080000000000055,Kolkata,Third Party,Manual,First Owner,Petrol,Hatchback
10240,2017,1248,60579,70.0,5.0,26.0,5.62,10966,5.5604000000000005,Lucknow,Third Party,Automatic,First Owner,Diesel,Hatchback
10241,2015,1582,55603,130.0,5.0,18.0,8.1,10967,8.119600000000009,Mumbai,Comprehensive,Automatic,Third Owner,Diesel,SUV
10242,2023,998,10000,120.0,5.0,18.0,13.8,10968,13.398799999999984,Bangalore,Third Party insurance,Manual,First Owner,Petrol,SUV
10243,2016,1598,77483,100.0,5.0,14.0,7.25,10969,7.0399,Bangalore,Comprehensive,Automatic,First Owner,Petrol,Sedan
10244,2016,1197,102753,80.0,5.0,22.0,5.76,10970,5.597099999999996,Hyderabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10245,2019,1199,64983,90.0,5.0,20.0,5.91,10971,5.900800000000004,Jaipur,Third Party,Manual,First Owner,Petrol,Sedan
10246,2019,799,51680,50.0,5.0,22.0,3.4,10972,3.348999999999998,Chennai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10247,2014,2987,99000,280.0,5.0,14.0,36.25,10973,33.4252,Delhi,Comprehensive,Automatic,Second Owner,Diesel,Sedan
10248,2021,1197,27655,80.0,5.0,20.0,9.35,10974,8.675800000000011,Bangalore,Third Party,Automatic,First Owner,Petrol,Hatchback
10249,2021,999,30580,100.0,5.0,20.0,7.79,10975,8.126699999999992,Hyderabad,Comprehensive,Manual,First Owner,Petrol,SUV
10250,2018,998,78200,70.0,5.0,22.0,3.9,10976,3.946699999999995,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
10251,2020,998,31137,70.0,5.0,22.0,5.2,10977,5.183499999999994,Chennai,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
10252,2018,1997,46000,250.0,5.0,10.0,28.5,10978,32.24909999999999,Pune,Comprehensive,Automatic,First Owner,Petrol,Sedan
10253,2010,1497,80000,120.0,5.0,16.0,3.15,10979,2.9930000000000003,Agra,Third Party insurance,Manual,First Owner,Petrol,Sedan
10254,2014,1198,60000,70.0,5.0,16.0,3.3,10980,3.235900000000003,Kolkata,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10255,2021,1197,10000,80.0,5.0,20.0,6.0,10981,6.3541,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10256,2016,1199,90000,80.0,5.0,24.0,5.0,10982,5.093999999999999,Bangalore,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10257,2017,1497,88319,120.0,5.0,18.0,6.68,10983,6.881099999999992,Mumbai,Comprehensive,Manual,First Owner,Petrol,Sedan
10258,2013,1086,66858,70.0,5.0,20.0,2.68,10984,2.8637000000000024,Ahmedabad,Third Party,Manual,First Owner,Petrol,Hatchback
10259,2011,1086,37984,70.0,5.0,20.0,1.69,10985,1.7510999999999983,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10260,2012,1197,12000,90.0,5.0,18.0,3.25,10986,3.1951000000000005,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
10261,2016,1197,18774,80.0,5.0,18.0,5.33,10987,5.150599999999997,Pune,Third Party,Manual,Second Owner,Petrol,Hatchback
10262,2017,1197,23000,80.0,5.0,22.0,7.25,10988,7.013200000000001,Bangalore,Comprehensive,Automatic,Second Owner,Petrol,Hatchback
10263,2018,1197,38000,80.0,5.0,22.0,6.65,10989,6.3712999999999935,Jaipur,Comprehensive,Manual,First Owner,Petrol,Hatchback
10264,2018,1197,40000,80.0,5.0,18.0,6.3,10990,6.340199999999999,Bangalore,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
10265,2019,998,31335,70.0,5.0,24.0,4.35,10991,4.413700000000004,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
10266,2017,1498,30000,100.0,5.0,26.0,7.2,10992,7.547400000000007,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,SUV
10267,2014,1498,105781,100.0,5.0,26.0,4.5,10993,4.538099999999999,Chennai,Comprehensive,Manual,First Owner,Diesel,Sedan
10268,2017,1396,80000,90.0,5.0,22.0,6.5,10994,6.3889,Agra,Third Party insurance,Manual,First Owner,Diesel,Hatchback
10269,2020,1199,32233,90.0,5.0,20.0,7.25,10995,7.000100000000001,Jaipur,Comprehensive,Manual,First Owner,Petrol,Hatchback
10270,2016,998,60000,70.0,5.0,20.0,3.47,10996,3.710100000000005,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,Hatchback
10271,2021,1995,15111,190.0,5.0,18.0,36.0,10997,40.873000000000005,Kolkata,Comprehensive,Automatic,First Owner,Diesel,Sedan
10272,2013,1591,52000,120.0,5.0,18.0,3.25,10998,3.4485,Kolkata,Comprehensive,Manual,First Owner,Petrol,Sedan
10273,2016,1999,30445,150.0,5.0,14.0,10.75,10999,11.724200000000002,Bangalore,Comprehensive,Automatic,Second Owner,Petrol,Sedan
10274,2019,1497,66595,120.0,5.0,20.0,10.81,11001,11.22399999999998,Bangalore,Third Party,Automatic,First Owner,Diesel,SUV
10275,2016,1197,37165,80.0,5.0,18.0,3.6,11002,3.8766000000000025,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
10276,2015,1248,82967,70.0,5.0,24.0,3.5,11003,3.611299999999998,Gurgaon,Third Party,Manual,First Owner,Diesel,Sedan
10277,2020,1497,14000,110.0,5.0,16.0,10.5,11004,10.724200000000002,Kolkata,Third Party,Manual,First Owner,Petrol,SUV
10278,2019,1497,50000,120.0,5.0,18.0,9.0,11005,9.2421,Delhi,Third Party insurance,Automatic,First Owner,Petrol,Sedan
10279,2021,2925,34000,280.0,5.0,14.0,89.0,11006,104.5565,Delhi,Comprehensive,Automatic,First Owner,Diesel,Sedan
10280,2016,1199,40327,90.0,5.0,18.0,6.25,11007,6.057799999999999,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Hatchback
10281,2019,1582,80463,130.0,5.0,18.0,13.16,11008,13.074500000000008,Bangalore,Third Party insurance,Automatic,First Owner,Diesel,SUV
10282,2016,814,117627,60.0,5.0,22.0,2.64,11009,2.489899999999995,Ahmedabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback
10283,2018,1591,38000,120.0,5.0,14.0,12.45,11010,12.210600000000015,Mumbai,Zero Dep,Automatic,First Owner,Petrol,SUV
10284,2013,1998,42000,110.0,5.0,24.0,15.0,11011,13.027499999999998,Mumbai,Third Party,Automatic,First Owner,Diesel,Hatchback
10285,2015,1197,39000,80.0,5.0,18.0,4.65,11013,4.609299999999996,Delhi,Comprehensive,Automatic,First Owner,Petrol,Hatchback
10286,2022,1199,4337,90.0,5.0,16.0,8.76,11014,8.352999999999994,Delhi,Third Party,Manual,First Owner,Petrol,SUV
10287,2014,1598,21000,100.0,5.0,20.0,21.0,11015,15.5212,Chennai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
10288,2022,1197,10000,90.0,5.0,22.0,8.5,11016,8.0793,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10289,2011,3498,17523,310.0,4.0,10.0,22.75,11017,21.057100000000005,Delhi,Third Party insurance,Automatic,First Owner,Petrol,Sedan
10290,2008,1396,120000,70.0,5.0,24.0,0.7,11018,1.0553467000000012,Pune,Third Party insurance,Manual,Second Owner,Diesel,Sedan
10291,2014,1498,120000,100.0,5.0,26.0,3.8,11020,4.098600000000005,Agra,Third Party insurance,Manual,Fourth Owner,Diesel,Sedan
10292,2013,1197,61360,100.0,5.0,18.0,4.94,11021,5.264899999999999,Mumbai,Comprehensive,Automatic,First Owner,Petrol,Hatchback
10293,2021,1497,33730,110.0,5.0,18.0,11.79,11022,12.138299999999983,Jaipur,Third Party insurance,Automatic,First Owner,Petrol,Sedan
10294,2014,998,49354,70.0,5.0,24.0,2.75,11023,2.8548,Gurgaon,Comprehensive,Manual,First Owner,Petrol,Hatchback
10295,2016,1198,30000,70.0,5.0,20.0,2.5,11024,3.0699,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10296,2018,1364,19000,90.0,5.0,22.0,14.95,11025,11.768700000000008,Kolkata,Comprehensive,Manual,First Owner,Diesel,Sedan
10297,2021,1498,13329,120.0,5.0,18.0,13.42,11026,13.010500000000004,Mumbai,Zero Dep,Automatic,First Owner,Petrol,Sedan
10298,2009,1086,80000,70.0,5.0,20.0,1.6,11027,1.5588998999999983,Agra,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10299,2018,1197,35368,80.0,5.0,18.0,7.8,11028,6.888699999999999,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
10300,2017,999,40000,70.0,5.0,24.0,2.25,11029,2.4608,Jaipur,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10301,2016,1798,81000,140.0,5.0,14.0,8.5,11030,8.6138,Gurgaon,Comprehensive,Manual,First Owner,Petrol,Sedan
10302,2017,1248,121546,90.0,5.0,28.0,6.6,11031,6.413200000000007,Chandigarh,Comprehensive,Manual,First Owner,Diesel,Sedan
10303,2016,1999,21000,250.0,5.0,14.0,19.0,11032,25.7182,Mumbai,Comprehensive,Automatic,Second Owner,Petrol,Sedan
10304,2017,1991,90000,240.0,5.0,12.0,31.0,11033,32.8604,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,SUV
10305,2016,1582,150000,130.0,5.0,18.0,9.5,11035,9.099800000000002,Mumbai,Third Party insurance,Automatic,Second Owner,Diesel,SUV
10306,2021,999,10916,70.0,5.0,22.0,5.18,11036,5.200000000000002,Bangalore,Zero Dep,Automatic,Second Owner,Petrol,Hatchback
10307,2012,1197,150000,80.0,5.0,20.0,1.8,11037,2.0810000000000017,Gurgaon,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10308,2019,1197,46003,80.0,5.0,18.0,4.83,11039,5.239699999999995,Ahmedabad,Comprehensive,Manual,First Owner,Petrol,Hatchback
10309,2021,2400,24000,220.0,5.0,12.0,53.9,11040,49.7075,Kolkata,Third Party,Automatic,First Owner,Diesel,SUV
10310,2014,1461,90000,80.0,5.0,20.0,3.7,11041,3.726799999999995,Delhi,Third Party insurance,Manual,Second Owner,Diesel,SUV
10311,2019,2755,34000,170.0,7.0,12.0,23.5,11042,22.282,Mumbai,Third Party insurance,Automatic,First Owner,Diesel,MUV
10312,2013,814,136930,60.0,5.0,22.0,1.25,11043,1.4505,Ahmedabad,Comprehensive,Manual,Second Owner,Petrol,Hatchback
10313,2018,1798,45968,180.0,5.0,14.0,22.99,11044,21.5215,Bangalore,Comprehensive,Automatic,Second Owner,Petrol,Sedan
10314,2011,1197,81575,80.0,5.0,20.0,2.24,11045,2.2415000000000016,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
10315,2010,1197,74341,80.0,5.0,20.0,1.56,11046,1.6632000000000011,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback
10316,2016,998,46241,70.0,5.0,20.0,3.82,11047,3.788099999999997,Hyderabad,Third Party,Manual,Second Owner,Petrol,Hatchback
10317,2018,1197,60687,80.0,5.0,22.0,5.91,11048,5.967100000000004,Delhi,Third Party,Automatic,First Owner,Petrol,Hatchback
10318,2015,1197,118747,80.0,5.0,18.0,4.91,11049,4.496900000000004,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback
10319,2019,1197,17200,80.0,5.0,22.0,5.8,11050,5.7231000000000005,Kolkata,Comprehensive,Manual,First Owner,Petrol,Hatchback
10320,2019,1197,32675,80.0,5.0,22.0,6.11,11051,6.286600000000006,Pune,Zero Dep,Manual,Second Owner,Petrol,Hatchback
10321,2017,1497,90000,110.0,5.0,22.0,5.5,11052,5.6344,Chandigarh,Third Party insurance,Manual,Second Owner,Diesel,SUV
10322,2013,1199,14078,80.0,5.0,18.0,1.19,11053,2.3768999999999987,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback
10323,2016,2179,80000,140.0,7.0,16.0,8.5,11054,8.427800000000001,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV
10324,2012,2982,170000,170.0,7.0,12.0,13.25,11055,12.2169,Jaipur,Comprehensive,Manual,First Owner,Diesel,SUV
10325,2011,1086,120000,70.0,5.0,20.0,1.6,11056,1.6800999999999988,Mumbai,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10326,2018,2996,59000,330.0,7.0,8.0,63.5,11057,68.215,Pune,Comprehensive,Automatic,Second Owner,Petrol,SUV
10327,2017,1199,48244,90.0,5.0,20.0,4.9,11058,4.952999999999996,Delhi,Zero Dep,Manual,First Owner,Petrol,Sedan
10328,2022,1997,20000,150.0,4.0,16.0,14.85,11059,14.729399999999991,Jaipur,Third Party,Manual,Second Owner,Petrol,SUV
10329,2016,1598,61000,100.0,5.0,16.0,6.75,11060,6.6978,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Sedan
10330,2015,2696,120000,180.0,7.0,12.0,8.0,11061,10.6658,Hyderabad,Third Party insurance,Automatic,Second Owner,Diesel,SUV
10331,2016,1497,24000,120.0,7.0,18.0,4.99,11062,5.188400000000004,Kolkata,Third Party,Manual,First Owner,Petrol,MUV
10332,2015,1582,54000,130.0,5.0,20.0,4.5,11063,5.1903,Kolkata,Third Party insurance,Automatic,First Owner,Diesel,Sedan
10333,2020,998,90000,120.0,5.0,18.0,9.0,11064,9.1592,Mumbai,Third Party insurance,Manual,First Owner,Petrol,SUV
10334,2018,1197,40000,80.0,5.0,22.0,5.0,11065,5.165299999999999,Delhi,Third Party insurance,Manual,Third Owner,Petrol,Hatchback
10335,2019,1197,40429,80.0,5.0,22.0,6.9,11066,6.76709999999999,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback
10336,2020,1498,50000,100.0,5.0,22.0,9.5,11067,9.573800000000002,Ahmedabad,Third Party insurance,Manual,Second Owner,Diesel,SUV
10337,2018,1199,15540,90.0,5.0,18.0,7.89,11068,7.324999999999997,Ahmedabad,Third Party,Manual,Second Owner,Petrol,SUV
10338,2015,1248,50000,90.0,5.0,24.0,3.1,11069,3.859300000000003,Gurgaon,Third Party insurance,Manual,First Owner,Diesel,Sedan
10339,2016,2925,40000,280.0,5.0,14.0,51.0,11071,49.478,Delhi,Third Party insurance,Automatic,First Owner,Diesel,Sedan
10340,2018,1197,39024,80.0,5.0,18.0,6.3,11072,6.320600000000001,Chennai,Comprehensive,Manual,First Owner,Petrol,Hatchback
10341,2012,796,80000,40.0,5.0,26.0,1.45,11073,1.6927999999999992,Gurgaon,Third Party insurance,Manual,First Owner,CNG,Hatchback
10342,2015,2494,120000,100.0,7.0,12.0,7.25,11074,8.0524,Delhi,Third Party insurance,Manual,Third Owner,Diesel,MUV
10343,2018,1462,83314,100.0,5.0,22.0,6.2,11075,6.4758,Ahmedabad,Zero Dep,Manual,First Owner,Petrol,Sedan
